위도,경도,지오코딩주소
37.570216721137086,127.0334993540277,서울시 동대문구 제기동   856도 ~ 제기동   728-3대
37.58153821355201,127.04467322656164,서울시 동대문구 용두동   17-1도 ~ 제기동   856도
37.571438068728895,127.03939634529236,서울시 동대문구 용두동   47-1도 ~ 용두동   47-38도
37.57570246271674,127.0403797084076,서울시 동대문구 용두동   47-1도 ~ 용두동   791-2공
37.59025481143332,127.00928899640095,서울시 성북구 종암동   23-10도 ~ 종암동   18-346구
37.58253295509856,127.02186667474832,서울시 성북구 종암동   12-33도 ~ 종암동   12-23도
37.5947718780504,127.01459701189884,서울시 성북구 종암동   29-18도 ~ 종암동   136-207도
37.56444755217202,127.04700448301428,서울시 동대문구 제기동   136-207도 ~ 제기동   136-354도
37.6209153112275,127.045571688438,서울시 성북구 장위동   311-9 ~ 장위동   311-20
37.6197467570599,127.045032486048,서울시 성북구 장위동   319-3 ~ 장위동   319-3
37.6224189459595,127.046554358977,서울시 강북구 번동   56-1 ~ 번동   612-9
37.6189297283541,127.044112697956,서울시 강북구 번동   89-1 ~ 번동   97-1
37.6230957241639,127.048011847962,서울시 성북구 장위동   316-7 ~ 장위동   316-7
37.6190109055561,127.044357861394,서울시 성북구 장위동   310-18 ~ 장위동   310-22
37.6190109055561,127.044357861394,서울시 성북구 장위동   310-18 ~ 장위동   310-22
37.657811202921,127.05130337080396,서울시 노원구 중계동   한글비석로262 ~ 상계동   173
37.5952859662416,127.00863436776784,"서울시 성북구 길음동   864-1, 864-37 ~ 길음동   33-1, 35-31"
37.58123912500264,127.01897390746792,"서울시 성북구 하월곡동   88-5, 88-1, 103, 0-11, 200, 104-161, 104-143 ~ 길음동   15-3, 860-64"
37.6050726240498,127.031389992167,서울시 성북구 하월곡동   230-2 ~ 하월곡동   230-2
37.58914706766392,127.01603491602022,"서울시 성북구 하월곡동   오패산로 1가길 17-1, 88-5 ~ 하월곡동   230-2, 230-1"
37.59282612187129,127.01780728340042,"서울시 성북구 종암동   종암로 127-1, 3-173, 3-700, 132-2 ~ 종암동   3-1037, 3-1038, 3-54"
37.582029884872775,127.01280507091133,"서울시 성북구 종암동   종암로127-1, 3-173 ~ 종암동   3-54, 3-1288"
37.5983896496244,127.034807435961,서울시 성북구 종암동   15-6 ~ 종암동   15-6
37.5983896496244,127.034807435961,서울시 성북구 종암동   15-6 ~ 종암동   68-3
37.5809859608677,127.02577978608748,"서울시 성북구 종암동   종암로 701, 13-3 ~ 종암동   45-215"
37.59206211726686,127.02016588425214,"서울시 성북구 종암동   종암로 70-1, 종암동 13-3 ~ 종암동   종암동 45-215, 종암동 15-2"
37.6116881030284,127.030147721522,서울시 성북구 길음동   33-1 ~ 길음동   33-1
37.581784019062766,127.0161725990002,"서울시 성북구 하월곡동   98-4,산2-77, 산2-76, 산2-129, 98-7, 225-10 ~ 하월곡동   산1-2, 산1-3, 98-6, 산1-1, 98-5, 98-10, 77-25, 8-361"
37.59321581809636,127.00974513046218,"서울시 성북구 하월곡동   98-4, 산2-77, 98-7 ~ 하월곡동   225-10, 8-361"
37.6202544613023,127.044324732036,"서울시 강북구 번동   월계로 173 ~ 번동   83-12, 번동 83-13"
37.63190563110622,127.02131181229812,서울시 강북구 미아동   도봉로 36-1 ~ 미아동   도봉로 45-1
37.6092606055362,127.030352185951,"서울시 강북구 미아동   14-2, 미아동 864-38 ~ 미아동   13-23"
37.6118281157341,127.035346354108,"서울시 강북구 미아동   1318-1, 미아동 1317-10 ~ 미아동   8-361"
37.49330586901636,127.02274647898432,서울시 강남구 청담동   77도 ~ 청담동   77-4도
37.4855731009296,127.016204321928,서울시 서초구 서초동   1603-7 ~ 서초동   1426-2
37.4855731009296,127.016204321928,서울시 서초구 서초동   1603-7 ~ 서초동   1426-2
37.4855731009296,127.016204321928,서울시 서초구 서초동   1603-7 ~ 서초동   1426-2
37.4855731009296,127.016204321928,서울시 서초구 서초동   1603-7 ~ 서초동   1426-2
37.4855731009296,127.016204321928,서울시 서초구 서초동   1603-7 ~ 서초동   1426-2
37.4855731009296,127.016204321928,서울시 서초구 서초동   1603-7 ~ 서초동   1426-2
37.4855731009296,127.016204321928,서울시 서초구 서초동   1603-7 ~ 서초동   1426-2
37.4855731009296,127.016204321928,서울시 서초구 서초동   1603-7 ~ 서초동   1426-2
37.4855731009296,127.016204321928,서울시 서초구 서초동   1603-7 ~ 서초동   1426-2
37.4701666769802,127.032637689059,서울시 서초구 양재동   201 ~ 양재동   201
37.4701666769802,127.032637689059,서울시 서초구 양재동   201 ~ 양재동   201
37.5079297566639,127.00349178517,서울시 서초구 잠원동   잠원동112 ~ 잠원동   잠원동112
37.5666519293098,127.056763465722,서울시 동대문구 답십리동   488-17 ~ 답십리동   전농로22
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.64960751462065,127.0201931439683,서울시 강북구 수유동   47-2 부근 ~ 미아동   131-4 부근
37.6353310579805,127.02938900460144,서울시 강북구 수유동   47-2 부근 ~ 미아동   131-4 부근
37.634640064129016,127.03425234806072,서울시 강북구 수유동   47-2 부근 ~ 미아동   131-4 부근
37.64166391413473,127.03056923919225,서울시 강북구 수유동   47-2 부근 ~ 미아동   131-4 부근
37.64074814126624,127.0217902642312,서울시 강북구 수유동   47-2 부근 ~ 미아동   131-4 부근
37.64665189523528,127.02930395547394,서울시 강북구 수유동   47-2 부근 ~ 미아동   131-4 부근
37.63654679934344,127.03517144977263,서울시 강북구 수유동   47-2 부근 ~ 미아동   131-4 부근
37.63221283080331,127.03557978444084,서울시 강북구 수유동   47-2 부근 ~ 미아동   131-4 부근
37.64899487324234,127.03053368683744,서울시 강북구 수유동   47-2 부근 ~ 미아동   131-4 부근
37.64314321878228,127.03332887450308,서울시 강북구 수유동   47-2 부근 ~ 미아동   131-4 부근
37.64113486462809,127.01878365861408,서울시 강북구 수유동   47-2 부근 ~ 미아동   131-4 부근
37.5581329952736,127.158083566107,서울시 강동구 고덕동   296 ~ 고덕동   296
37.557646166423,127.158703311131,서울시 강동구 고덕동   298 ~ 고덕동   298
37.63585106461452,127.02818573137311,서울시 강북구 수유동   47-2부근 ~ 미아동   159-54 부근
37.63891874800723,127.02754481564688,서울시 강북구 미아동   160-2 부근 ~ 미아동   131-4 부근
37.48490390119346,127.03156250125366,서울시 서초구 잠원동   52-3 ~ 잠원동   52-3
37.5616919011484,127.036300441003,서울시 성동구 행당동   192-8 ~ 행당동   192-40
37.5973788931042,126.961349323864,서울시 종로구 부암동   185-56 ~ 부암동   185-59
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
